sample_id,region,latitude,longitude,month,sea_surface_temperature_c,temperature_anomaly_c,wind_speed_kmh,wave_height_m,humidity_percent,pressure_hpa,cloud_coverage_percent,chlorophyll_index,current_speed_ms,ocean_risk_level
OM-0402,Atlântico Sul,-26.2329,2.4586,2,27.85,1.53,31.22,2.88,73.49,1017.99,17.28,1.002,0.246,alto
OM-0403,Pacífico Equatorial,-0.8346,-109.0558,3,30.8,0.75,30.68,2.83,93.82,1008.13,75.64,0.473,0.422,alto
OM-0404,Pacífico Sul,-20.6185,-140.6324,10,26.06,-0.36,8.44,2.09,82.87,1006.85,59.86,0.522,0.412,baixo
OM-0405,Atlântico Sul,-27.0332,-36.5152,3,25.52,0.24,25.28,2.88,70.36,988.89,60.11,0.601,1.185,moderado
OM-0406,Atlântico Norte,13.7942,-54.3756,3,29.56,1.95,33.47,3.09,50.19,1010.87,49.4,0.992,1.176,critico
OM-0407,Costa Nordeste,1.3735,-31.0828,3,34.0,0.64,16.28,3.28,67.84,1009.49,100,0.49,0.488,critico
OM-0408,Atlântico Norte,31.8563,-14.6625,6,24.87,-0.75,27.84,2.99,72.38,1017.85,65.76,0.434,0.67,baixo
OM-0409,Pacífico Sul,-34.1455,-122.621,5,26.21,0.95,13.74,0.75,85.9,1006.67,31.85,0.947,0.403,moderado
OM-0410,Pacífico Sul,-29.1681,-156.6849,7,24.21,1.24,9.32,3.83,79.01,1005.39,58.49,0.519,1.092,alto
OM-0411,Pacífico Equatorial,-3.3621,-106.32,7,30.83,-0.32,16.49,1.87,66.2,1035,34.0,0.743,0.848,baixo
OM-0412,Índico Oeste,-22.3466,56.3784,5,27.73,1.19,25.74,2.35,79.84,1013.89,55.63,0.903,0.786,moderado
OM-0413,Pacífico Equatorial,-0.059,-105.6086,4,32.28,0.61,42.07,2.69,61.65,1006.72,74.55,0.614,0.204,alto
OM-0414,Costa Nordeste,-9.6587,-33.5292,8,30.85,0.59,12.49,1.76,85.52,999.63,26.7,0.963,0.757,alto
OM-0415,Atlântico Norte,10.5264,-54.4278,10,27.78,0.88,28.59,3.05,74.52,1015.24,77.28,0.709,0.527,moderado
OM-0416,Atlântico Sul,-19.7227,-5.1812,3,29.19,0.84,16.72,3.62,78.45,1001.0,53.43,0.541,0.404,alto
OM-0417,Costa Nordeste,-9.8452,-37.2274,6,31.82,-0.31,24.71,2.75,57.13,1008.56,60.19,0.309,0.359,baixo
OM-0418,Atlântico Norte,31.3764,-27.8641,2,23.28,2.78,39.53,3.59,74.02,995.92,6.33,1.556,0.05,critico
OM-0419,Costa Nordeste,-1.4813,-44.5686,2,32.01,3.66,36.72,3.93,89.49,1005.7,74.96,1.083,0.711,critico
OM-0420,Atlântico Sul,-26.073,-52.8685,11,23.54,1.93,41.36,3.78,76.5,986.23,77.26,0.901,0.769,critico
OM-0421,Pacífico Equatorial,-4.7074,-141.2666,12,33.13,-0.18,27.73,3.14,75.0,1001.57,46.43,0.722,0.57,alto
OM-0422,Costa Nordeste,-1.4103,-30.536,3,33.25,-0.05,27.51,2.76,60.32,1007.6,34.25,1.197,0.05,alto
OM-0423,Costa Nordeste,0.0169,-30.2805,7,31.19,3.61,36.28,3.88,87.14,1010.84,64.63,0.743,0.86,critico
OM-0424,Atlântico Sul,-22.3044,-25.2985,12,26.15,2.88,22.81,2.88,79.98,998.23,100,1.47,0.221,critico
OM-0425,Costa Nordeste,-9.8466,-34.8876,11,30.98,1.19,30.37,3.06,65.16,1012.09,99.77,1.487,0.694,critico
OM-0426,Costa Nordeste,-5.9364,-36.0756,7,32.64,1.8,24.57,3.94,69.05,1001.18,70.31,0.459,0.417,critico
OM-0427,Atlântico Norte,38.5042,-10.7486,9,23.59,3.46,18.32,3.11,79.04,1005.41,78.53,1.265,0.313,critico
OM-0428,Índico Oeste,-6.8625,53.0782,5,31.65,2.37,31.07,1.95,80.38,1015.25,49.44,1.104,0.272,critico
OM-0429,Atlântico Norte,10.5301,-24.1621,7,28.44,0.29,29.38,2.01,82.08,1008.27,37.86,0.249,0.663,baixo
OM-0430,Índico Oeste,-20.9654,68.6289,8,27.54,-0.56,8.56,1.51,63.38,1014.02,56.39,0.913,0.498,baixo
OM-0431,Índico Oeste,-6.4918,54.1106,5,31.92,2.97,21.32,3.99,96.77,1006.06,65.98,1.308,0.517,critico
OM-0432,Pacífico Equatorial,-4.4355,-135.3463,4,31.24,-0.37,28.72,2.67,74.96,1009.96,43.52,1.195,0.795,baixo
OM-0433,Índico Oeste,-17.0014,67.8383,10,27.84,0.71,22.13,2.79,60.72,1008.27,64.0,1.336,0.729,baixo
OM-0434,Costa Nordeste,-2.6221,-39.55,7,31.51,1.82,44.81,4.06,77.76,1008.52,55.53,1.518,0.771,critico
OM-0435,Atlântico Sul,-15.6459,-17.4174,10,26.57,0.89,17.88,2.51,80.11,995.01,47.85,1.591,0.291,moderado
OM-0436,Costa Nordeste,-5.0282,-41.231,9,28.01,1.04,40.61,3.25,84.53,994.86,74.83,1.921,0.599,alto
OM-0437,Pacífico Sul,-24.0184,-114.702,7,29.77,1.3,18.7,2.68,75.62,991.27,74.16,0.615,0.935,alto
OM-0438,Pacífico Sul,-33.8933,-132.8805,5,25.48,0.05,18.07,2.42,78.68,1015.5,68.46,0.411,0.322,baixo
OM-0439,Pacífico Sul,-12.8303,-151.8209,5,29.65,1.13,22.0,2.24,91.47,987.91,58.83,0.942,0.629,alto
OM-0440,Atlântico Norte,18.9394,-66.1851,7,29.43,-0.21,6.1,2.63,80.04,1005.99,32.78,0.597,0.85,baixo
OM-0441,Atlântico Norte,38.4902,-14.1067,5,25.52,0.61,25.09,1.97,84.09,994.23,72.53,0.253,0.71,moderado
OM-0442,Atlântico Sul,-26.4969,8.045,8,22.39,3.32,30.45,3.08,65.12,997.89,68.47,1.521,0.634,critico
OM-0443,Índico Oeste,-3.5299,72.8546,1,29.41,1.09,26.28,2.5,88.96,999.22,62.29,1.325,0.326,moderado
OM-0444,Pacífico Sul,-36.3384,-91.9742,8,22.39,1.87,35.23,3.1,91.69,1011.96,67.62,1.299,1.034,alto
OM-0445,Pacífico Sul,-30.4845,-96.8977,11,23.7,0.73,34.74,1.39,65.85,1007.0,76.76,0.353,0.85,baixo
OM-0446,Costa Nordeste,-1.6182,-37.405,6,29.9,1.29,18.73,3.51,77.08,993.75,71.37,1.351,0.613,critico
OM-0447,Costa Nordeste,-2.4604,-40.2942,2,32.3,1.04,26.71,1.72,85.19,1014.73,17.89,1.43,0.051,alto
OM-0448,Costa Nordeste,-6.8718,-34.688,6,31.84,0.03,30.58,3.88,95.53,1001.0,67.99,1.764,0.964,alto
OM-0449,Pacífico Sul,-33.1388,-161.9921,8,25.0,3.49,25.46,3.53,84.12,1005.78,81.96,1.153,0.574,critico
OM-0450,Índico Oeste,-0.1823,59.766,4,32.02,0.03,23.74,1.82,70.72,1008.55,74.18,0.379,0.745,moderado
OM-0451,Pacífico Sul,-34.3191,-153.7667,3,29.27,1.04,17.93,2.63,63.48,1000.76,79.93,1.156,1.049,moderado
OM-0452,Índico Oeste,-4.3944,68.5334,12,28.97,2.94,52.73,4.46,66.8,999.74,41.05,0.784,0.8,critico
OM-0453,Atlântico Sul,-29.8928,-22.2048,7,24.61,1.45,38.91,3.0,69.21,999.87,10.43,0.953,0.696,alto
OM-0454,Pacífico Equatorial,2.1026,-124.0242,5,32.31,3.0,39.44,2.58,83.3,996.8,91.19,0.775,0.593,critico
OM-0455,Pacífico Equatorial,-0.6422,-140.101,12,32.44,2.74,20.4,1.92,81.36,1005.13,68.92,1.236,0.521,critico
OM-0456,Índico Oeste,-21.5193,75.807,8,28.49,0.81,12.84,2.35,87.38,993.55,68.32,1.022,0.674,moderado
OM-0457,Costa Nordeste,-1.0008,-32.6614,10,31.03,-0.16,33.56,2.47,66.63,1003.26,87.69,1.118,0.342,moderado
OM-0458,Atlântico Sul,-24.3144,8.7867,2,27.34,1.34,29.03,2.52,92.45,1013.23,51.21,0.59,0.899,moderado
OM-0459,Atlântico Sul,-23.4115,-52.1499,10,27.81,0.36,20.6,0.63,69.75,1005.58,87.03,1.016,0.444,baixo
OM-0460,Atlântico Sul,-19.0569,-15.8511,2,28.0,0.93,27.67,2.5,79.58,1001.68,63.99,0.59,0.581,baixo
OM-0461,Atlântico Sul,-24.0291,-2.9285,12,27.76,-0.13,31.66,3.33,81.91,998.12,11.08,0.854,0.298,baixo
OM-0462,Índico Oeste,-22.2933,56.9015,6,27.63,-0.03,30.76,2.73,69.06,1008.9,50.26,0.586,0.234,baixo
OM-0463,Atlântico Norte,12.5191,-41.9068,2,29.74,1.21,41.38,2.42,67.72,1002.28,68.4,0.993,0.685,alto
OM-0464,Índico Oeste,-12.6094,58.5863,12,26.57,0.31,33.24,3.14,87.11,1015.08,65.29,1.067,0.525,moderado
OM-0465,Pacífico Sul,-31.0706,-117.1512,8,24.46,-0.38,8.71,3.17,78.54,1005.7,100,1.336,0.587,baixo
OM-0466,Índico Oeste,-8.9687,40.2339,2,33.35,0.71,12.01,2.8,75.42,994.31,46.03,1.578,0.305,critico
OM-0467,Pacífico Sul,-19.7469,-97.5823,2,28.74,1.73,46.64,3.21,79.66,1014.14,50.0,0.662,0.3,alto
OM-0468,Costa Nordeste,-8.9669,-33.4542,3,31.79,1.84,19.97,1.01,56.49,1008.5,48.16,0.884,0.071,critico
OM-0469,Atlântico Sul,-23.323,-48.3269,12,26.27,0.99,10.7,1.71,78.75,1008.41,39.43,1.201,0.443,baixo
OM-0470,Índico Oeste,-18.0428,42.4282,1,27.08,3.22,21.83,3.52,52.36,1002.98,46.3,1.694,0.83,critico
OM-0471,Costa Nordeste,-4.3691,-38.4283,9,30.46,2.54,14.2,1.93,73.07,1000.82,56.76,1.712,1.005,critico
OM-0472,Pacífico Sul,-20.425,-137.577,8,28.11,-1.05,15.47,3.02,73.38,1007.68,61.17,1.318,0.81,baixo
OM-0473,Índico Oeste,-15.8904,48.3773,1,29.13,0.6,21.04,2.06,83.51,999.42,66.89,0.531,0.688,moderado
OM-0474,Atlântico Norte,16.7229,-54.5307,6,29.05,-0.9,0,0.95,88.31,999.23,46.45,0.686,1.072,baixo
OM-0475,Índico Oeste,3.8794,70.2306,2,31.93,-0.61,30.48,2.96,69.96,1008.4,64.05,0.983,0.337,moderado
OM-0476,Pacífico Sul,-26.7545,-124.4693,12,24.88,0.22,24.82,2.14,83.87,1030.55,58.77,0.781,0.701,baixo
OM-0477,Pacífico Equatorial,0.0502,-144.886,6,31.33,-0.31,21.55,3.41,58.71,1006.45,67.63,1.123,1.085,moderado
OM-0478,Atlântico Norte,33.8382,-48.2935,1,23.07,1.14,21.66,2.58,70.66,1014.21,63.47,0.515,0.525,moderado
OM-0479,Pacífico Sul,-35.4714,-118.2898,11,26.09,0.4,33.47,2.63,87.7,996.99,84.4,0.391,0.492,moderado
OM-0480,Pacífico Equatorial,4.0021,-113.3759,3,31.64,-0.33,4.07,1.39,67.07,1000.69,82.94,0.347,0.383,moderado
OM-0481,Pacífico Equatorial,-4.1572,-117.754,7,30.69,1.53,25.65,3.12,64.5,1001.6,61.37,0.748,1.045,critico
OM-0482,Atlântico Norte,17.7607,-20.0663,5,28.52,-0.42,10.95,2.61,74.09,1013.42,47.83,0.632,0.459,baixo
OM-0483,Índico Oeste,-14.8306,49.4439,12,28.95,0.52,14.98,1.64,68.34,1003.99,49.03,1.547,0.45,baixo
OM-0484,Pacífico Sul,-28.67,-103.6239,2,24.85,1.65,24.03,3.04,71.52,988.69,69.19,1.069,0.819,alto
OM-0485,Índico Oeste,-22.6578,67.0729,7,26.77,0.03,21.07,3.13,66.45,1013.27,78.23,0.608,1.066,baixo
OM-0486,Costa Nordeste,-3.9306,-37.7285,8,31.69,1.62,31.96,3.35,59.66,1006.45,80.27,0.862,0.941,critico
OM-0487,Índico Oeste,-21.6899,54.7834,5,29.71,0.73,32.68,2.78,58.37,1007.05,75.09,1.303,1.095,alto
OM-0488,Pacífico Equatorial,-2.8442,-100.8525,8,31.91,1.68,18.48,2.72,67.32,1008.28,31.88,1.53,0.653,critico
OM-0489,Costa Nordeste,-3.9428,-38.086,8,30.06,0.16,34.32,3.24,68.94,1000.3,72.18,0.605,0.969,moderado
OM-0490,Índico Oeste,-2.9226,65.8367,3,31.62,-0.53,17.01,1.19,85.12,1018.59,66.46,1.32,0.436,baixo
OM-0491,Atlântico Norte,25.6526,-24.9665,9,24.45,0.32,23.81,2.59,77.72,1001.21,45.29,0.035,0.153,baixo
OM-0492,Atlântico Norte,19.6129,-34.6664,8,27.57,0.45,6.3,2.7,72.83,1016.48,65.29,0.975,0.654,baixo
OM-0493,Pacífico Equatorial,2.683,-140.7464,7,30.82,0.32,29.55,3.63,74.64,1010.85,86.56,1.498,0.602,alto
OM-0494,Atlântico Sul,-28.9624,-39.4245,10,22.6,0.06,18.47,2.47,86.38,1012.85,37.08,1.061,0.421,baixo
OM-0495,Atlântico Sul,-24.6168,7.6259,11,28.6,1.51,35.66,3.74,57.75,1009.43,21.25,0.979,0.832,alto
OM-0496,Costa Nordeste,-0.6157,-36.937,7,32.48,2.46,42.9,3.31,72.54,996.17,100,1.429,0.588,critico
OM-0497,Pacífico Sul,-28.5954,-138.3724,11,24.49,2.28,35.36,4.01,79.92,1003.8,52.9,0.359,0.508,alto
OM-0498,Índico Oeste,-18.6745,60.1928,6,30.76,-0.85,35.02,2.35,73.88,1021.56,46.11,1.048,0.783,baixo
OM-0499,Pacífico Sul,-35.9882,-86.9968,10,21.24,0.88,6.5,2.88,71.1,994.65,21.6,0.739,0.534,moderado
OM-0500,Atlântico Sul,-12.1486,-1.9563,8,26.87,-0.14,25.98,1.82,83.55,1022.19,56.03,0.751,0.05,baixo
OM-0501,Índico Oeste,-24.7191,69.7258,5,28.24,-0.68,25.62,1.36,78.54,1003.58,100,0.67,0.802,baixo
OM-0502,Pacífico Sul,-18.791,-151.1822,4,30.9,1.86,21.47,2.78,81.67,1018.89,50.65,0.543,0.739,critico
OM-0503,Pacífico Sul,-38.0485,-146.6338,10,25.32,-0.86,16.45,3.3,100,1014.71,43.22,0.304,0.396,baixo
OM-0504,Atlântico Sul,-11.2422,-13.3372,11,29.65,1.28,33.84,2.97,71.24,995.23,36.89,1.47,0.731,alto
OM-0505,Pacífico Equatorial,4.1839,-118.0554,6,32.39,2.42,45.41,3.78,86.4,999.05,82.53,1.227,0.75,critico
OM-0506,Pacífico Sul,-21.2412,-167.4915,7,28.57,-0.53,16.58,2.5,81.75,1014.73,51.18,0.913,0.352,baixo
OM-0507,Atlântico Sul,-14.485,-14.7282,2,27.49,0.85,33.02,2.98,78.11,1002.66,94.43,1.546,0.401,alto
OM-0508,Pacífico Sul,-27.0448,-160.8355,1,24.07,0.33,36.74,3.49,77.43,1017.94,56.19,0.79,0.293,moderado
OM-0509,Atlântico Norte,28.5769,-49.623,11,24.23,-0.37,22.54,2.56,72.91,1007.46,58.0,0.546,0.259,baixo
OM-0510,Pacífico Equatorial,-1.4461,-121.116,10,28.96,0.83,32.51,3.06,52.68,1014.41,56.74,0.554,0.928,moderado
OM-0511,Costa Nordeste,-4.3657,-35.9501,5,31.94,0.68,22.56,2.3,57.03,1006.49,70.83,0.557,0.621,alto
OM-0512,Costa Nordeste,-0.5768,-39.8767,11,28.14,0.81,17.51,1.12,67.72,1004.47,52.37,1.237,0.91,moderado
OM-0513,Atlântico Sul,-20.0814,4.797,11,27.11,1.24,26.85,3.91,84.58,1003.12,61.73,0.678,0.95,alto
OM-0514,Pacífico Equatorial,-4.9011,-128.5268,9,30.71,1.09,10.66,1.67,78.36,1008.82,65.51,1.166,0.833,alto
OM-0515,Pacífico Equatorial,3.4753,-135.2421,4,34.49,0.83,39.41,3.17,63.25,1015.34,97.38,1.502,0.546,critico
OM-0516,Pacífico Equatorial,1.6091,-93.5303,10,31.61,0.55,39.47,2.39,79.49,1013.17,38.18,1.251,0.755,alto
OM-0517,Atlântico Sul,-14.7384,-16.8238,9,26.77,1.09,19.7,2.12,84.35,1014.51,40.0,0.697,0.494,baixo
OM-0518,Pacífico Sul,-21.5534,-154.931,7,28.01,-0.7,8.74,1.78,71.78,1019.92,41.07,0.204,0.342,baixo
OM-0519,Índico Oeste,-5.8568,71.625,11,30.78,0.74,30.79,2.23,68.78,1023.6,11.88,0.483,0.339,alto
OM-0520,Costa Nordeste,-0.9805,-40.5743,9,29.01,1.56,19.04,2.12,65.96,1007.9,67.57,0.658,0.44,alto
OM-0521,Costa Nordeste,-6.8125,-43.8617,2,31.21,1.62,33.96,3.34,76.7,1008.14,45.33,1.381,0.429,critico
OM-0522,Pacífico Equatorial,-1.9728,-101.0661,11,30.4,0.12,35.08,3.78,73.36,995.49,53.83,1.498,0.593,alto
OM-0523,Índico Oeste,3.3745,72.8745,11,31.7,0.7,43.2,2.69,78.25,1018.41,63.53,1.166,0.314,alto
OM-0524,Índico Oeste,-3.3247,58.456,2,31.3,1.14,23.2,2.19,63.84,1009.81,38.74,1.308,0.974,critico
OM-0525,Atlântico Sul,-20.004,-12.1749,6,27.93,1.39,11.92,3.08,67.36,1005.56,98.86,1.069,0.732,alto
OM-0526,Pacífico Equatorial,0.6819,-102.0513,10,28.73,0.2,26.04,2.41,67.42,1014.38,29.17,1.724,0.434,baixo
OM-0527,Costa Nordeste,-8.7482,-36.7064,1,31.75,0.79,32.76,2.47,78.27,1012.68,35.97,0.828,0.548,alto
OM-0528,Pacífico Equatorial,3.5971,-125.3483,3,32.67,0.57,23.28,1.81,81.59,1003.88,72.52,0.618,0.694,alto
OM-0529,Costa Nordeste,-2.7555,-30.9127,10,30.36,1.97,37.08,5.3,58.42,1008.12,48.53,0.852,0.561,critico
OM-0530,Índico Oeste,-11.1939,63.0453,12,28.85,1.3,14.92,3.56,78.62,998.51,81.08,0.259,0.492,alto
OM-0531,Atlântico Norte,31.9973,-42.5303,11,24.59,1.67,33.98,2.91,81.5,998.34,51.22,0.76,0.93,alto
OM-0532,Pacífico Sul,-12.933,-88.2137,7,29.52,0.55,27.82,2.78,76.92,998.78,42.72,0.958,0.311,moderado
OM-0533,Atlântico Sul,-17.2227,-11.0846,8,25.94,1.61,25.67,2.9,92.77,1018.18,48.33,1.582,0.501,alto
OM-0534,Atlântico Norte,29.7107,-27.1851,8,25.81,1.89,28.57,3.11,82.74,1008.38,43.57,0.94,0.98,alto
OM-0535,Pacífico Sul,-31.8024,-130.3408,3,26.11,0.83,27.76,3.76,85.45,992.1,39.06,0.408,0.836,moderado
OM-0536,Pacífico Equatorial,-0.5601,-114.1077,1,31.29,-0.92,14.03,2.24,84.79,1016.85,73.94,0.776,0.694,baixo
OM-0537,Costa Nordeste,1.5049,-43.551,11,30.32,1.07,32.16,3.28,70.0,1002.81,67.11,1.41,0.732,alto
OM-0538,Costa Nordeste,-8.7294,-40.1495,1,30.15,1.05,21.59,2.65,81.76,994.69,55.89,1.036,0.624,alto
OM-0539,Atlântico Norte,24.9873,-10.5715,12,23.83,-0.02,33.92,4.22,53.15,992.03,41.94,0.232,1.04,moderado
OM-0540,Pacífico Equatorial,-3.2467,-104.297,12,29.43,2.2,21.62,3.69,67.55,999.86,53.78,0.839,0.05,critico
OM-0541,Costa Nordeste,-9.7454,-33.6159,2,30.89,1.97,25.35,2.75,70.09,1009.6,72.02,1.257,1.138,critico
OM-0542,Atlântico Norte,39.6565,-43.3764,6,26.3,1.19,42.73,3.52,60.25,1011.61,58.84,0.654,0.602,alto
OM-0543,Costa Nordeste,-3.5283,-31.4005,11,32.11,0.48,26.94,3.99,69.69,1006.22,51.87,0.751,0.05,alto
OM-0544,Atlântico Sul,-17.3127,-45.8004,4,29.72,0.99,26.88,2.26,65.47,1005.54,45.9,0.969,0.648,alto
OM-0545,Atlântico Norte,17.4691,-52.8788,8,28.19,0.48,0,2.02,69.81,1017.81,34.71,0.934,0.345,baixo
OM-0546,Costa Nordeste,-0.1648,-33.0966,1,31.09,1.92,23.91,3.69,70.12,1002.75,49.46,1.264,0.568,critico
OM-0547,Índico Oeste,-22.8418,45.4663,8,28.29,4.69,34.89,3.2,67.44,1002.64,45.32,1.768,0.45,critico
OM-0548,Atlântico Norte,12.137,-16.9,2,27.44,1.37,19.04,2.8,89.68,998.92,38.5,0.936,0.444,moderado
OM-0549,Pacífico Sul,-28.44,-131.8364,4,26.22,0.84,14.3,1.55,71.33,995.92,57.33,1.341,0.447,moderado
OM-0550,Atlântico Norte,27.3503,-30.2437,3,28.09,0.72,32.89,2.47,57.57,995.65,42.38,0.856,0.157,moderado
OM-0551,Pacífico Equatorial,1.9184,-119.9612,9,29.32,-0.14,4.2,2.54,75.4,1007.81,30.76,0.277,0.499,baixo
OM-0552,Pacífico Sul,-33.7142,-102.6539,12,23.14,3.08,35.04,3.47,71.96,990.23,47.92,0.633,0.74,critico
OM-0553,Pacífico Sul,-35.97,-126.2176,9,25.21,0.29,24.23,2.69,82.92,1021.64,55.8,1.696,0.289,moderado
OM-0554,Atlântico Norte,13.2759,-31.814,2,28.29,1.44,19.07,3.38,61.2,1008.11,66.25,1.057,0.62,alto
OM-0555,Atlântico Norte,33.6762,-67.4884,4,26.06,0.58,40.63,2.91,86.31,1000.52,48.17,1.232,0.234,moderado
OM-0556,Pacífico Equatorial,3.1685,-93.5405,11,28.64,1.34,38.66,2.23,96.22,1003.88,30.69,1.4,0.612,alto
OM-0557,Atlântico Sul,-12.6199,-36.8346,12,27.41,-0.08,13.88,0.77,61.37,1008.84,85.24,0.811,0.695,baixo
OM-0558,Pacífico Sul,-29.1938,-165.8821,12,23.81,1.47,15.25,3.07,85.22,1011.43,100,0.59,1.095,alto
OM-0559,Atlântico Sul,-15.3144,-35.8989,4,28.63,-1.17,21.95,0.95,87.51,1013.13,88.97,1.193,1.236,baixo
OM-0560,Índico Oeste,-19.9584,57.8515,2,27.11,0.73,35.69,4.38,74.54,1001.15,64.44,0.883,0.869,moderado
OM-0561,Índico Oeste,-2.0107,48.815,5,30.55,-1.31,6.6,0.2,68.22,1005.84,55.57,0.455,0.514,baixo
OM-0562,Atlântico Norte,11.94,-49.4065,12,27.31,-0.84,25.16,0.43,69.27,1012.45,50.97,1.131,0.646,baixo
OM-0563,Atlântico Norte,38.1163,-25.3229,2,25.04,0.39,11.25,2.9,71.02,1020.68,65.27,1.216,0.214,moderado
OM-0564,Pacífico Sul,-11.9822,-158.6323,11,26.28,0.22,11.87,1.91,90.7,1026.77,72.98,0.424,0.219,baixo
OM-0565,Costa Nordeste,-1.0353,-32.2631,12,31.43,0.77,21.3,1.98,83.52,997.65,50.18,0.688,0.381,critico
OM-0566,Atlântico Sul,-10.3771,-33.3456,12,27.88,2.02,27.04,2.76,80.17,999.68,43.22,1.073,0.953,alto
OM-0567,Costa Nordeste,1.8928,-36.7809,6,30.4,1.08,22.24,2.78,74.81,999.26,90.8,0.64,0.481,alto
OM-0568,Pacífico Equatorial,2.5227,-115.177,1,32.11,-0.55,23.17,2.55,73.24,1002.58,63.27,1.022,0.573,baixo
OM-0569,Atlântico Sul,-22.7555,0.6492,2,27.04,0.83,7.27,2.71,80.02,1007.43,73.99,0.859,1.248,moderado
OM-0570,Pacífico Sul,-29.8454,-130.9561,3,25.19,1.28,10.62,2.4,89.96,1004.16,39.7,1.387,0.673,moderado
OM-0571,Índico Oeste,0.9469,66.0124,5,31.16,1.04,35.44,3.67,81.99,1001.11,5.87,0.311,0.252,critico
OM-0572,Atlântico Sul,-14.1131,-43.2287,8,29.27,0.6,30.06,3.15,71.51,988.83,36.31,0.777,0.531,moderado
OM-0573,Atlântico Norte,33.5042,-38.1947,2,24.02,0.46,24.66,2.17,76.49,984.02,69.42,0.704,0.431,moderado
OM-0574,Atlântico Norte,23.417,-51.1422,1,28.56,2.83,32.08,3.17,87.78,1000.18,51.43,1.519,0.075,critico
OM-0575,Atlântico Sul,-25.0333,-51.9992,9,24.79,0.18,29.94,3.23,67.53,1025.41,85.86,0.81,0.231,baixo
OM-0576,Pacífico Sul,-15.4071,-148.661,4,30.69,1.98,36.36,3.9,69.24,998.64,60.28,0.622,0.46,critico
OM-0577,Pacífico Sul,-12.8902,-133.9947,2,30.3,0.14,26.62,2.87,70.56,1002.54,34.91,0.389,0.522,moderado
OM-0578,Pacífico Sul,-15.3848,-115.555,7,28.45,-0.11,3.0,3.0,76.12,1018.91,23.25,0.681,0.414,baixo
OM-0579,Atlântico Sul,-22.7436,-33.3214,5,30.34,1.88,50.41,4.74,80.28,1022.5,66.87,0.825,0.184,critico
OM-0580,Atlântico Norte,34.6403,-40.6229,9,23.05,1.55,26.06,3.15,84.35,1007.32,64.03,0.734,0.737,moderado
OM-0581,Atlântico Norte,26.5502,-17.0787,7,24.38,2.39,32.07,3.51,64.2,1012.54,97.62,1.296,1.013,critico
OM-0582,Costa Nordeste,-1.8614,-38.7263,8,31.83,3.01,22.98,3.1,54.57,1011.95,94.86,0.663,0.437,critico
OM-0583,Pacífico Equatorial,-0.9349,-131.2358,2,31.28,0.33,33.88,3.26,83.07,1010.0,94.92,0.528,1.22,alto
OM-0584,Pacífico Sul,-24.7395,-104.2282,8,25.58,0.62,18.8,2.32,82.47,1008.45,61.15,0.832,0.291,moderado
OM-0585,Pacífico Equatorial,-2.5577,-105.661,9,29.82,0.36,34.37,4.18,77.86,986.73,67.68,1.184,0.815,alto
OM-0586,Atlântico Sul,-21.5456,-30.3588,6,29.67,0.45,32.92,1.56,81.19,1000.37,41.8,0.887,0.881,moderado
OM-0587,Índico Oeste,-18.4761,52.1928,11,24.43,0.41,38.4,2.05,77.02,1005.76,40.26,0.933,0.734,moderado
OM-0588,Pacífico Sul,-34.4153,-138.0921,2,24.88,0.85,32.82,2.42,77.01,1004.82,61.99,0.601,0.333,moderado
OM-0589,Pacífico Equatorial,-0.7166,-139.0691,5,33.04,1.21,30.55,3.43,67.37,1008.42,70.0,0.752,0.648,critico
OM-0590,Índico Oeste,-12.3683,53.2485,1,28.43,1.11,21.33,2.11,64.88,1012.0,69.88,0.33,0.363,alto
OM-0591,Índico Oeste,-9.9442,76.9425,7,33.05,2.26,35.24,3.73,91.13,1003.36,100,1.313,0.332,critico
OM-0592,Atlântico Sul,-21.3134,-36.1847,8,28.5,1.07,24.38,2.22,75.04,1010.56,57.64,1.548,0.428,moderado
OM-0593,Índico Oeste,-3.8062,72.3981,12,30.2,-0.63,28.74,1.58,79.01,1012.61,40.02,0.986,0.579,baixo
OM-0594,Atlântico Sul,-17.6707,-49.0892,1,26.93,1.35,33.08,2.92,72.82,1005.77,54.9,1.02,0.779,alto
OM-0595,Pacífico Equatorial,2.1159,-135.1819,1,31.02,0.63,20.31,2.95,73.43,1019.77,43.3,1.004,0.372,alto
OM-0596,Atlântico Sul,-28.0623,-54.112,9,24.04,0.13,28.46,1.47,64.45,1000.98,56.48,1.136,0.431,baixo
OM-0597,Atlântico Sul,-27.3903,-6.7318,2,28.65,1.2,28.3,2.39,71.7,1006.72,89.11,0.746,0.479,alto
OM-0598,Costa Nordeste,-3.5973,-42.6949,3,32.58,1.66,41.02,2.33,98.65,989.0,85.4,0.732,0.454,critico
OM-0599,Atlântico Sul,-20.3436,-20.9554,9,27.15,0.07,30.32,2.47,79.41,1006.43,71.28,0.764,0.689,baixo
OM-0600,Atlântico Norte,36.1077,-11.7077,3,24.72,1.01,14.48,2.97,76.23,1008.55,33.96,0.687,1.172,moderado
OM-0601,Atlântico Norte,23.6632,-27.5348,9,26.83,2.36,28.49,3.45,78.01,1013.98,57.97,1.635,0.811,critico
OM-0602,Costa Nordeste,-6.7548,-33.1407,11,33.56,0.26,33.56,3.4,58.01,988.61,30.71,1.695,0.766,critico
OM-0603,Costa Nordeste,-5.0999,-35.8278,6,33.28,1.98,26.95,2.4,75.93,1005.59,39.97,0.365,0.877,critico
